설문연도,식별자,졸업 여부를 작성해주세요.,입학연도를 작성해주세요. (졸업생은 졸업연도),현재 취직을 하셨나요?,문헌정보가 아닌 다른 주전공을 이수하고 있나요?,입학 당시 희망진로가 있었나요?,입학 당시 희망진로의 종류는 무엇인가요?,현재 희망진로가 있나요?,현재 희망진로의 종류는 무엇인가요?,현재 희망진로가 없는 이유는 무엇인가요?,"입학 당시와 현재의 희망진로가 다르다면, 그 이유가 무엇인가요?",입학 당시와 현재의 희망진로가 달라는 것에 영향을 준 것이 무엇인가요?,평소 진로 관련 고민이 있다면 무엇인가요?,평소 진로 관련 고민을 어떤 방식으로 해결하나요?,문헌정보학과 교육과정에서 가장 흥미있는 주제는 무엇인가요?,문헌정보학과에 추가로 개설되었으면 하는 교육과정이 있다면 서술하세요.,다전공 이수의 장점은 무엇인가요?,다전공 이수의 단점은 무엇인가요?,취업 시 다전공 이수가 도움이 된다고 생각하나요?,학부 과정에서 선택한 다전공이 있나요?,선택한 다전공은 무엇인가요?,"자기설계를 선택했거나 2개 이상 이수한 경우, 전공을 구성하는 학과를 모두 작성해주세요.",해당 다전공을 선택한 이유는 무엇인가요?,다전공을 이수하면서 겪은 어려움과 문제점이 있다면 무엇인가요?,다전공을 이수하지 않은 이유는 무엇인가요?,평소 취업 관련 정보를 얻는 방법은 무엇인가요?,문헌정보학과에서 취업 관련 정보 공유가 적절히 되고 있다고 생각하나요? (졸업생은 재학 당시),선호하는 학과 내 취업 관련 정보 공유 방법은 무엇인가요?,문헌정보학과에 어떤 취업 강화 프로그램이 필요하다고 생각하나요?,문헌정보학과에 어떤 진로 관련 프로그램이 필요하다고 생각하나요?,선지에 언급되지 않은 희망 진로 관련 프로그램을 자유롭게 작성해주세요.,재학생과 졸업생의 적절한 정보 교류 방법이 무엇이라고 생각하나요?,문헌정보학 전공자가 가질 수 있는 진로는 어떤 것이 있다고 생각하나요?,선지에 언급되지 않은 문헌정보학 전공자가 가질 수 있는 진로에 대해 자유롭게 작성해주세요.,희망/현재 근무 분야가 무엇인가요?,근무하고 싶은/있는 도서관 유형은 무엇인가요?,희망/현재 직종은 무엇인가요?,희망/현재 직무 계열을 작성해주세요. ,기타 근무 분야를 작성해주세요.,희망/현재 연봉 수준은 어느 정도 인가요?,예상/실제 취업 준비 기간은 어느 정도 인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 있나요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일은 무엇인가요?,희망 진로와 취업을 위해 현재/과거 준비하고 있는 일이 없는 이유가 무엇인가요?,취업 준비 중 가장 힘들 것 같은/힘들었던 일은 무엇인가요?,진로를 선택할 때 1순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 2순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),진로를 선택할 때 3순위로 중요하게 생각하는 가치는 무엇인가요? (취업자의 경우 취업 전),취업 후 직업 가치관의 변화가 있었나요?,취업 후 1순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 2순위로 중요하게 생각하는 가치는 무엇인가요?,취업 후 3순위로 중요하게 생각하는 가치는 무엇인가요?,현재 직무 만족도는 어떠한가요?,현재 근무지를 문헌정보학과 후배들에게 추천할 의향이 있나요?,대학원에 진학을 고려하고 있나요?/진학했나요?,어떤 대학원 진학을 희망하나요?/했나요? ,희망/실제 대학원 시기는 언제인가요?,대학원 진학의 목적은 무엇인가요?,대학원 진학 준비 중 어려웠던 점은 무엇인가요?,대학원 진학을 고려하지 않은 이유는 무엇인가요?,향후 대학원에 진학할 의향이 있나요?,향후 어떤 대학원에 진학하고 싶나요?
2022,20220202,대학원 재학생,2016,N/A,아니오,예,사서;사서교사;출판업;일반사기업,예,데이터전문가;개발자(프로그래머);일반사기업,N/A,새로운 적성/관심분야 파악,타과 수업;공모전/프로젝트;인턴;대외활동;교수님,고민이 없다,친구들과 의논한다;교수님께 상담 신청을 한다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;인맥 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,예,자기설계전공,자기설계전공-문헌정보학과/컴퓨터공학부/미디어커뮤니케이션학부,평소 흥미나 적성과 관련되어서,정보 부족;수강신청의 어려움;시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);기타,그렇다,학과 인스타그램;학과 단체 채팅방;졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링;교수님과의 상담/면담;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵,N/R,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨,N/R,사기업,N/A,IT/인터넷,N/A,N/A,5500만원 이상,1년 이내,아니오,N/A,아직 준비하기에 이르다고 생각해서,N/Q,적성과흥미,조직문화,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,취업 준비;전문성 강화,높은 수업료;진학 준비 과정에 대한 정보 부족,N/A,N/A,N/A
2022,20220203,대학원 재학생,2018,N/A,아니오,예,언론인,아니오,N/A,개인의 삶의 방향에 대한 가치관이 정립되지 않았음,새로운 적성/관심분야 파악,문헌정보학과 수업;동아리;교수님,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다;교수님께 상담 신청을 한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회,시간적 부담(추가학기 가능성),N/Q,예,융합전공-문화콘텐츠,N/A,평소 흥미나 적성과 관련되어서,수강신청의 어려움;커리큘럼 불만족,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등),아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵;강의 수강 로드맵;진로 관련 서적 추천;진로 탐방 프로그램,N/R,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;언론인;일반 사기업;공기업;공무원,N/R,사서직,국가도서관 (국회/국립중앙/법원 도서관);대학도서관,N/A,N/A,N/A,3000만원 이상 3500만원 미만,1년,아니오,N/A,정해둔 진로는 있는데 뭘 해야 할지 잘 몰라서,N/Q,자아실현,조직문화,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,취업 준비;전문성 강화,높은 수업료,N/A,N/A,N/A
2022,20220204,대학원 재학생,2016,N/A,아니오,예,사서교사,예,사서교사;대학교(교수및직원);공기업,N/A,현실적인 한계 인식;새로운 적성/관심분야 파악,문헌정보학과 수업;교직 이수 불합격;봉사활동,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;선배들과 의논한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),N/Q,아니오,N/A,N/A,N/A,N/A,다전공에 대한 흥미나 필요성 못 느낌,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등),아니다,졸업생과 재학생의 정기적 만남;직업 관련 강연,학과 선배 및 현직자 멘토링;교수님과의 상담/면담;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵;진로 탐방 프로그램,N/R,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);공기업;공무원,N/R,사서직,국가도서관 (국회/국립중앙/법원 도서관);대학도서관,N/A,N/A,N/A,3500만원 이상 4000만원 미만,1년,예,어학 준비,N/A,N/A,적성과흥미,급여수준,고용안정성,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;전문성 강화,높은 수업료;진학 후 연구 내용에 대한 정보 부족,N/A,N/A,N/A
2023,20230201,대학원 재학생,2018,N/A,아니오,예,데이터전문가,예,데이터전문가,N/A,희망 진로가 두 시기 다르지 않음,희망 진로가 두 시기 다르지 않음,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담,그렇다,예,융합전공-소프트웨어인문,N/A,평소 흥미나 적성과 관련되어서;취업의 폭을 넓히기 위해서;현실과 타협할 수밖에 없어서(낮은 학점/부족한 시간 등),학업량 부담,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등),아니다,학과 인스타그램;메일 (개인 이메일을 통한 취업 정보 공유),기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵;강의 수강 로드맵,N/R,오픈채팅방(카카오톡 등),사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;일반 사기업;공기업;공무원;로스쿨,N/R,사기업,N/A,E,N/A,N/A,5500만원 이상,E,아니오,N/A,아직 준비하기에 이르다고 생각해서,심리적 부담감;고용 기회 부족;사회적 인식,자아실현,적성과흥미,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,취업 준비;전문성 강화;취업 준비 유보,진학 후 연구 내용에 대한 정보 부족,N/A,N/A,N/A
2023,20230202,대학원 재학생,2017,N/A,아니오,아니오,N/A,아니오,N/A,아직 진로에 대해 고민하지 않고 있음,새로운 적성/관심분야 파악,타과 수업;학회/소모임;동아리;공모전/프로젝트;교수님,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,교수님께 상담 신청을 한다;자료를 찾아본다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,기타,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등);본교 취업 지원센터 및 레인보우 시스템;기업/정부 및 관련 기관의 채용 박람회,아니다,메일 (개인 이메일을 통한 취업 정보 공유);학과 단체 채팅방;직업 관련 강연,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);직업 박람회 및 취업 컨설팅,진로 관련 로드맵;진로 탐방 프로그램,N/R,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,사서;사서교사;출판업;기록물 관리사;데이터 전문가;일반 사기업;공기업;공무원;자영업,N/R,사기업,N/A,E,N/A,N/A,5500만원 이상,E,예,기타,N/A,N/A,적성과흥미,고용안정성,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;전문성 강화,진학 후 연구 내용에 대한 정보 부족,N/A,N/A,N/A
2023,20230203,대학원 재학생,2021,N/A,아니오,아니오,N/A,예,기타,N/A,새로운 적성/관심분야 파악,인턴,관심분야가 무엇인지 모르겠다,자료를 찾아본다;혼자 고민한다,정보서비스 ,N/R,다양한 학문을 접할 수 있는 기회,학습량 부담;시간적 부담(추가학기 가능성),보통이다,아니오,N/A,N/A,N/A,N/A,다전공 이수 시 시간 부족이 염려됨,정부 채용 정보 사이트 (워크넷/월드잡 등);인터넷 포털 사이트 (네이버/다음 등),아니다,학과 홈페이지;메일 (개인 이메일을 통한 취업 정보 공유);졸업생과 재학생의 정기적 만남,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴);인사 초청 강연,진로 관련 로드맵;강의 수강 로드맵,N/R,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남,사서;사서교사;대학교 (교수 및 직원);데이터 전문가;공기업;공무원,N/R,공기업,N/A,E,N/A,N/A,3000만원 이상 3500만원 미만,E,예,학업성적;각종 자격증 취득,N/A,N/A,자아실현,적성과흥미,급여수준,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발;전문성 강화;취업 준비 유보,높은 수업료;진학 준비 과정에 대한 정보 부족,N/A,N/A,N/A
2023,20230204,대학원 재학생,2016,N/A,아니오,예,사서;사서교사;출판업;일반사기업;공기업,예,데이터전문가;개발자(프로그래머);일반사기업,N/A,새로운 적성/관심분야 파악,타과 수업;공모전/프로젝트;인턴;진로 관련 정보 탐색;교수님;친구,진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;교수님께 상담 신청을 한다;자료를 찾아본다;혼자 고민한다,정보학 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,시간적 부담(추가학기 가능성),그렇다,예,자기설계전공,자기설계전공-미디어커뮤니케이션학부/소프트웨어학부/문헌정보학과,평소 흥미나 적성과 관련되어서,정보 부족;수강신청의 어려움;시간표 구성의 어려움,N/A,민간 채용 정보 사이트 (잡코리아/사람인 등);본교 취업 지원센터 및 레인보우 시스템,보통이다,학과 인스타그램;학과 홈페이지,학과 선배 및 현직자 멘토링;기관/산학/취업 연계 프로그램 (실습/인턴),진로 관련 로드맵;강의 수강 로드맵,N/R,재학생/졸업생 비대면 만남(ZOOM 등);학과 홈페이지;학과 인스타그램,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨;자영업,N/R,사기업,N/A,E,N/A,N/A,5500만원 이상,E,아니오,N/A,아직 준비하기에 이르다고 생각해서,고용 기회 부족,조직문화,급여수준,워라밸,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,취업 준비;전문성 강화;취업 준비 유보;희망 진로 분야 변경,높은 수업료;진학 준비 과정에 대한 정보 부족,N/A,N/A,N/A
2023,20230205,대학원 재학생,2016,N/A,아니오,예,사서;사서교사;기록물관리사;대학교(교수및직원),예,사서,N/A,현실적인 한계 인식,문헌정보학과 수업;교직 이수 불합격;교수님,진로에 대한 정보를 얻을 곳이 없다;진로에 대한 생각은 하고 있는데 뚜렷한 방향을 잡을 수 없다,친구들과 의논한다;교수님께 상담 신청을 한다,자료조직 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,다전공에 대한 흥미나 필요성 못 느낌,민간 채용 정보 사이트 (잡코리아/사람인 등);정부 채용 정보 사이트 (워크넷/월드잡 등);본교 취업 지원센터 및 레인보우 시스템,매우 아니다,졸업생과 재학생의 정기적 만남;직업 관련 강연,학회/스터디;학과 선배 및 현직자 멘토링;교수님과의 상담/면담;기관/산학/취업 연계 프로그램 (실습/인턴);직업 박람회 및 취업 컨설팅;인사 초청 강연,진로 관련 로드맵;진로 탐방 프로그램,N/R,재학생/졸업생 대면 만남,사서;사서교사;출판업;기록물 관리사;대학교 (교수 및 직원);데이터 전문가;개발자 (프로그래머);언론인;일반 사기업;공기업;공무원;로스쿨,N/R,사서직,국가도서관 (국회/국립중앙/법원 도서관);대학도서관,N/A,N/A,N/A,3000만원 이상 3500만원 미만,E,예,학업성적;어학 준비,N/A,N/A,사회적인식,급여수준,적성과흥미,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,전문성 강화;대학 교수 진로 희망,진학 후 연구 내용에 대한 정보 부족,N/A,N/A,N/A
2023,20230206,대학원 재학생,2017,N/A,아니오,예,사서;대학교(교수및직원),예,사서;대학교(교수및직원),N/A,희망 진로가 두 시기 다르지 않음,희망 진로가 두 시기 다르지 않음,진로에 대한 정보를 얻을 곳이 없다,친구들과 의논한다;자료를 찾아본다,자료조직 ,독서;도서관경영/기획,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담,보통이다,아니오,N/A,N/A,N/A,N/A,다전공에 대한 흥미나 필요성 못 느낌,민간 채용 정보 사이트 (잡코리아/사람인 등);인터넷 포털 사이트 (네이버/다음 등),매우 아니다,학과 단체 채팅방;졸업생과 재학생의 정기적 만남,학회/스터디;학과 선배 및 현직자 멘토링,진로 관련 로드맵,N/R,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,사서;사서교사;출판업;데이터 전문가;언론인,N/R,기타,N/A,N/A,N/A,E,4000만원 이상 4500만원 미만,E,예,학업성적;각종 자격증 취득;어학 준비,N/A,N/A,자아실현,고용안정성,워라밸,N/A,N/A,N/A,N/A,N/A,N/A,예,자대 문헌정보학과,졸업 후 바로,자기계발,높은 수업료;진학 준비 과정에 대한 정보 부족,N/A,N/A,N/A
2021,20210301,취업자,2002,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,도서관경영 ,도서관경영/기획,다양한 학문을 접할 수 있는 기회,전문성 약화,그렇다,아니오,N/A,N/A,N/A,N/A,다전공에 대한 흥미나 필요성 못 느낌,E,아니다,E,기관/산학/취업 연계 프로그램 (실습/인턴),N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 인스타그램,사서;데이터 전문가;기타,N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,5000만원 이상 5500만원 미만,1년 이내,예,각종 자격증 취득;실습/인턴,N/Q,고용 기회 부족,고용안정성,적성과흥미,사회적인식,아니오,N/A,N/A,N/A,만족,아니다,예,타대 문헌정보학과,졸업 후 3년 이후,전문성 강화,N/Q,N/A,N/A,N/A
2021,20210302,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,자료조직 ,프로그래밍(R/Python/SQL);데이터심화분석,취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),그렇다,예,연계전공-유통관리,N/A,진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서,정보 부족,N/A,E,보통이다,E,기타,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남,사서;기타,N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,2000만원 이상 2500만원 이하,1년 이내,예,기타,N/Q,고용 기회 부족,고용안정성,워라밸,조직문화,아니오,N/A,N/A,N/A,만족,그렇다,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료;대학원에 대한 정보 부족,아니오,N/A
2021,20210303,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,정보학 ,데이터심화분석,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,전문성 약화,매우 그렇다,예,복수전공-컴퓨터공학부,N/A,평소 흥미나 적성과 관련되어서,정보 부족;학업 내용 부담,N/A,E,아니다,E,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남,사서;데이터 전문가;개발자 (프로그래머),N/Q,사서직,대학도서관,N/A,N/A,N/A,4000만원 이상 4500만원 미만,1년 이내,예,각종 자격증 취득;봉사(사회기여) 활동;어학 준비;실습/인턴;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/Q,고용 기회 부족,고용안정성,급여수준,사회적인식,예,워라밸,고용안정성,급여수준,매우 만족,매우 그렇다,아니오,N/A,N/A,N/A,N/A,기타,예,자대 문헌정보학과;타대 문헌정보학과;타대 타과
2021,20210304,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,정보서비스 ,N/R,취업 선택의 폭 확장;인맥 확장,학습량 부담;시간적 부담(추가학기 가능성),보통이다,아니오,N/A,N/A,N/A,N/A,교직이수를 해서 다른 다전공 선택의 여유가 없었음,E,아니다,E,학과 선배 및 현직자 멘토링;교수님과의 상담/면담;인사 초청 강연,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;에브리타임,사서;데이터 전문가,N/Q,사서직,E,N/A,N/A,N/A,2500만원 이상 3000만원 미만,1년,예,학업성적;각종 자격증 취득;봉사(사회기여) 활동;실습/인턴;기타,N/Q,취업 정보 부족;심리적 부담감;고용 기회 부족,워라밸,고용안정성,사회적인식,아니오,N/A,N/A,N/A,만족,그렇다,아니오,N/A,N/A,N/A,N/A,대학원에 대한 정보 부족,예,자대 문헌정보학과
2021,20210305,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,도서관경영 ,데이터심화분석,취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),매우 그렇다,예,복수전공-경영학부,N/A,진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서,학업량 부담,N/A,E,아니다,E,기관/산학/취업 연계 프로그램 (실습/인턴),N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 대면 만남;학과 홈페이지,사서;기타,N/Q,공기업,N/A,경영/사무,N/A,N/A,3500만원 이상 4000만원 미만,1년 이내,예,각종 자격증 취득;어학 준비;실습/인턴;대외활동(서포터즈/학회/동아리/스터디 등),N/Q,심리적 부담감,고용안정성,급여수준,적성과흥미,아니오,N/A,N/A,N/A,만족,그렇다,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,예,자대 타과
2021,20210306,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,도서관경영 ,데이터심화분석,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담;시간적 부담(추가학기 가능성),그렇다,아니오,N/A,N/A,N/A,N/A,교직이수를 해서 다른 다전공 선택의 여유가 없었음,E,보통이다,E,기타,N/Q,N/Q,재학생/졸업생 대면 만남,사서;데이터 전문가,N/Q,사서직,학교도서관,N/A,N/A,N/A,N/R,1년,예,각종 자격증 취득;봉사(사회기여) 활동;어학 준비;실습/인턴;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/Q,취업 정보 부족;심리적 부담감;고용 기회 부족,적성과흥미,고용안정성,자아실현,아니오,N/A,N/A,N/A,만족,그렇다,아니오,N/A,N/A,N/A,N/A,대학원에 대한 정보 부족,예,자대 문헌정보학과;타대 문헌정보학과
2021,20210307,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,도서관경영 ,N/R,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),보통이다,아니오,N/A,N/A,N/A,N/A,기타,E,보통이다,E,N/R,N/Q,N/Q,오픈채팅방(카카오톡 등);재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;에브리타임,사서;데이터 전문가,N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,N/R,1년 이내,예,각종 자격증 취득;어학 준비;교내활동(동아리/학생회/학회/스터디 등),N/Q,경제적 어려움;심리적 부담감;고용 기회 부족,고용안정성,워라밸,적성과흥미,예,적성과흥미,급여수준,조직문화,만족,그렇다,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음;높은 수업료,아니오,N/A
2021,20210308,취업자,2015,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,정보학 ,독서,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장;인맥 확장,학점 부담;학습량 부담;시간적 부담(추가학기 가능성),매우 그렇다,아니오,N/A,N/A,N/A,N/A,다전공 이수 시 시간 부족이 염려됨,E,보통이다,E,학과 선배 및 현직자 멘토링,N/Q,N/Q,오픈채팅방(카카오톡 등);에브리타임,사서;데이터 전문가;기록물 관리사;개발자 (프로그래머),N/Q,사서직,공공도서관 (지자체/교육청 소속 도서관 등),N/A,N/A,N/A,2500만원 이상 3000만원 미만,1년 이내,아니오,N/A,E,경제적 어려움;사회적 인식,자아실현,적성과흥미,워라밸,예,적성과흥미,조직문화,워라밸,만족,매우 아니다,예,타대 타과,졸업 후 1년 이후 2년 미만,취업 준비;자기계발;전문성 강화,N/Q,N/A,N/A,N/A
2021,20210309,취업자,2018,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,정보학 ,프로그래밍(R/Python/SQL),다양한 학문을 접할 수 있는 기회,학점 부담;학습량 부담,그렇다,아니오,N/A,N/A,N/A,N/A,다전공 이수 시 시간 부족이 염려됨,E,그렇다,E,기타,N/Q,N/Q,재학생/졸업생 비대면 만남(ZOOM 등);재학생/졸업생 대면 만남;학과 홈페이지,사서,N/Q,사기업,N/A,IT/인터넷,N/A,N/A,3500만원 이상 4000만원 미만,1년 이내,예,학업성적;각종 자격증 취득,N/Q,경제적 어려움;취업 정보 부족,적성과흥미,조직문화,급여수준,예,적성과흥미,조직문화,급여수준,매우 만족,매우 그렇다,아니오,N/A,N/A,N/A,N/A,대학원에 대한 정보 부족,아니오,N/A
2021,20210310,취업자,2020,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,정보학 ,N/R,취업 선택의 폭 확장,학습량 부담;시간적 부담(추가학기 가능성),매우 그렇다,아니오,N/A,N/A,N/A,N/A,기타,E,매우 아니다,E,N/R,N/Q,N/Q,재학생/졸업생 대면 만남,사서;사서교사;기록물 관리사,N/Q,사기업,N/A,IT/인터넷,N/A,N/A,4500만원 이상 5000만원 미만,2년,예,학업성적;각종 자격증 취득;어학 준비;실습/인턴;교내활동(동아리/학생회/학회/스터디 등);대외활동(서포터즈/학회/동아리/스터디 등),N/Q,심리적 부담감;고용 기회 부족,적성과흥미,급여수준,자아실현,아니오,N/A,N/A,N/A,매우 만족,그렇다,예,타대 타과,졸업 후 1년 이후 2년 미만,자기계발;전문성 강화,N/Q,N/A,N/A,N/A
2021,20210311,취업자,2018,예,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,자료조직 ,데이터심화분석,다양한 학문을 접할 수 있는 기회;취업 선택의 폭 확장,학점 부담,그렇다,예,복수전공-경영학부,N/A,진로의 필요조건을 갖추기 위해서;취업의 폭을 넓히기 위해서,없음,N/A,E,보통이다,E,N/R,N/Q,N/Q,재학생/졸업생 대면 만남,기타,N/Q,사기업,N/A,유통/판매,N/A,N/A,3000만원 이상 3500만원 미만,1년,예,각종 자격증 취득;봉사(사회기여) 활동;대외활동(서포터즈/학회/동아리/스터디 등),N/Q,심리적 부담감,급여수준,사회적인식,고용안정성,예,적성과흥미,조직문화,워라밸,보통,보통이다,아니오,N/A,N/A,N/A,N/A,연구에 관심 없음,아니오,N/A
